uid,id_tertiaire,title,original_title,release_date,budget,revenue,popularity,vote_average,vote_count,overview,tagline,director_id,name
22894,legion_2010,Legion,Legion,2010-01-21,26000000.0,67918658.0,30,5.2,629,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.","When the last angel falls, the fight for mankind begins.",5138,Scott Stewart
134374,pain_gain_2013,Pain & Gain,Pain & Gain,2013-04-18,25000000.0,86175291.0,31,6.1,1573,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.",Their American dream is bigger than yours.,4788,Michael Bay
1901,in_good_company_2004,In Good Company,In Good Company,2004-12-29,,,15,5.9,194,"Dan Foreman is a seasoned advertisement sales executive at a high-ranking publication when a corporate takeover results in him being placed under naive supervisor Carter Duryea, who is half his age. Matters are made worse when Dan's new supervisor becomes romantically involved with his daughter an 18 year-old college student Alex.","He's rich, young and handsome. He's in love with you and he's your dad's boss.",4924,Paul Weitz
15028,clockstoppers_2002,Clockstoppers,Clockstoppers,2002-03-17,26000000.0,38793283.0,5,4.9,89,"Until now, Zak Gibbs' greatest challenge has been to find a way to buy a car. But when he discovers an odd wristwatch amidst his father's various inventions and slips it on -- something very strange happens. The world around him seems to come to a stop, everything and everybody frozen in time. Zak quickly learns how to manipulate the device and he and his quick-witted and beautiful new friend, Francesca, start to have some real fun.","The adventure of a lifetime, in a few mere seconds.",5058,Jonathan Frakes
11509,silverado_1985,Silverado,Silverado,1985-07-10,26000000.0,,10,7.1,146,"Four unwitting heroes cross paths on their journey to the sleepy town of Silverado. Little do they know the town where their family and friends reside has been taken over by a corrupt sheriff and a murderous posse. It's up to the sharp-shooting foursome to save the day, but first they have to break each other out of jail, and learn who their real friends are.",Four strangers become friends. Four friends become heros. On the road to...,5082,Lawrence Kasdan
7445,brothers_2009,Brothers,Brothers,2009-01-27,26000000.0,43318349.0,22,6.8,633,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy  steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.",There are two sides to every family.,5232,Jim Sheridan
17047,agent_cody_banks_2_destination_london_2004,Agent Cody Banks 2: Destination London,Agent Cody Banks 2: Destination London,2004-12-03,26000000.0,28818995.0,10,5.2,144,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",Adventure is an attitude.,5540,Kevin Allen
62838,new_years_eve_2011,New Year's Eve,New Year's Eve,2011-12-08,56000000.0,142044638.0,21,5.7,718,The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,The one night anything is possible.,5053,Garry Marshall
2057,original_sin_2001,Original Sin,Original Sin,2001-08-03,42000000.0,35402320.0,14,5.8,198,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp",This is not a love story - it's a story about love.,5541,Michael Cristofer
70436,the_raven_2012,The Raven,The Raven,2012-03-09,26000000.0,29657751.0,22,6.1,426,"A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.",The only one who can stop a serial killer is the man who inspired him.,5204,James McTeigue
16784,welcome_to_mooseport_2004,Welcome to Mooseport,Welcome to Mooseport,2004-02-24,30000000.0,14000000.0,3,4.8,54,"A US president (Gene Hackman) who has retired after two terms in office returns to his hometown of Mooseport, Maine and decides to run for Mayor against another local candidate (Ray Romano).",,5132,Donald Petrie
8011,highlander_the_final_dimension_1994,Highlander: The Final Dimension,Highlander III: The Sorcerer,1994-11-29,26000000.0,36800000.0,7,4.5,110,"Starts off in the 15th century, with Connor McLeod (Christopher Lambert) training with another immortal swordsman, the Japanese sorcerer Nakano (Mako). When an evil immortal named Kane (Mario Van Peebles) kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.","Throughout time they have hunted each other fulfilling the prophecy, that there can be only one.",5542,Andrew Morahan
31640,blood_and_wine_1996,Blood and Wine,Blood and Wine,1996-10-03,26000000.0,,1,5.5,34,"A man who has failed as a father and husband commits a heist to make money for his fledging business, but things become complicated when his wife interferes.",There is no honour amongst thieves.,5543,Bob Rafelson
9092,snow_white_a_tale_of_terror_1997,Snow White: A Tale of Terror,Snow White: A Tale of Terror,1997-07-18,26000000.0,,4,6.0,62,"Based somewhat more authentically on the Grimm Brothers' story of a young woman who is unliked by her stepmother, the film includes the talking mirror, a poisoned apple, and some ruffian gold (not diamond) miners (and they aren't dwarfs or cute). It takes place at the time of the Crusades, and depicts the attitudes of the wealthy and the peasant classes toward one another.",The fairy tale is over.,5544,Michael Cohn
2779,the_curse_of_the_jade_scorpion_2001,The Curse of the Jade Scorpion,The Curse of the Jade Scorpion,2001-08-05,,,9,6.5,165,"CW Briggs is a veteran insurance investigator, with many successes. Betty Ann Fitzgerald is a new employee in the company he works for, with the task of reorganizing the office. They don't like each other - or at least that's what they think. During a night out with the rest of the office employees, they go to watch Voltan, a magician who secretly hypnotizes both of them.",Love stings,5457,Woody Allen
316002,accidental_love_2015,Accidental Love,Accidental Love,2015-02-10,26000000.0,,5,3.9,95,"A small town waitress gets a nail accidentally lodged in her head causing unpredictable behavior that leads her to Washington, DC.  Sparks fly when she meets a clueless young senator who takes up her cause - but what happens when love interferes with what you stand for?",Sometimes you nail love. Sometimes it nails you.,5123,David O. Russell
36355,flipper_1996,Flipper,Flipper,1996-05-17,25530000.0,20080020.0,4,5.3,84,"Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until a new friend comes into his life, a dolphin named Flipper, that brings uncle and nephew together and leads Sandy on the summer adventure of a lifetime.",This summer it's finally safe to go back in the water.,5545,Alan Shapiro
238615,self_less_2015,Self/less,Self/less,2015-07-10,26000000.0,30523226.0,66,6.3,1091,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,God Created Man. Man Created Immortality.,4986,Tarsem Singh
1985,the_constant_gardener_2005,The Constant Gardener,The Constant Gardener,2005-08-31,25000000.0,82466670.0,20,6.8,417,"Justin Quayle is a low-level British diplomat who has always gone about his work very quietly, not causing any problems. But after his radical wife Tessa is killed he becomes determined to find out why, thrusting himself into the middle of a very dangerous conspiracy.",Love. At any cost.,5546,Fernando Meirelles
615,the_passion_of_the_christ_2004,The Passion of the Christ,The Passion of the Christ,2004-02-25,30000000.0,611899420.0,38,6.9,864,"""The Passion of the Christ"" is a film about the last 12 hours in the life of Jesus. Director Mel Gibson received much criticism from critics and audiences for his explicit depiction of and focus on violence and on christs suffering, especially on the part of the jewish community. The films languages are Arabic, Latin and Hebrew and its actors are laymen which was controversially received as well.","By his wounds, we were healed.",5049,Mel Gibson
788,mrs_doubtfire_1993,Mrs. Doubtfire,Mrs. Doubtfire,1993-11-24,25000000.0,441286195.0,30,7.0,1591,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",She makes dinner. She does windows. She reads bedtime stories. She's a blessing... in disguise.,4885,Chris Columbus
380,rain_man_1988,Rain Man,Rain Man,1988-12-11,25000000.0,412800000.0,49,7.6,1709,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,A journey through understanding and fellowship.,5037,Barry Levinson
13223,gran_torino_2008,Gran Torino,Gran Torino,2008-12-09,33000000.0,269958228.0,50,7.8,3086,"Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao, a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.",Ever come across somebody you shouldn't have messed with?,5087,Clint Eastwood
10523,w_2008,W.,W.,2008-10-17,25100000.0,29506464.0,10,6.1,143,"Whether you love him or hate him, there is no question that George W. Bush is one of the most controversial public figures in recent memory. W takes viewers through Bush’s eventful life -- his struggles and triumphs, how he found both his wife and his faith, and of course the critical days leading up to Bush’s decision to invade Iraq.",A life misunderestimated.,4839,Oliver Stone
8681,taken_2008,Taken,Taken,2008-02-18,25000000.0,226830568.0,80,7.2,4369,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",They took his daughter.  He'll take their lives.,5188,Pierre Morel
239571,the_best_of_me_2014,The Best of Me,The Best of Me,2014-10-16,26000000.0,35926213.0,33,7.2,765,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,You never forget your first love.,5547,Michael Hoffman
619,the_bodyguard_1992,The Bodyguard,The Bodyguard,1992-11-25,25000000.0,411006740.0,26,6.1,661,"A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.",Never let her out of your sight. Never let your guard down. Never fall in love.,4968,Mick Jackson
424,schindlers_list_1993,Schindler's List,Schindler's List,1993-11-29,22000000.0,321365567.0,104,8.3,4329,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,"Whoever saves one life, saves the world entire.",4799,Steven Spielberg
50014,the_help_2011,The Help,The Help,2011-08-09,25000000.0,124272124.0,42,7.8,1910,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",Change begins with a whisper.,5476,Tate Taylor
162903,the_fifth_estate_2013,The Fifth Estate,The Fifth Estate,2013-10-11,28000000.0,8555008.0,20,5.7,364,"A look at the relationship between WikiLeaks founder Julian Assange and his early supporter and eventual colleague Daniel Domscheit-Berg, and how the website's growth and influence led to an irreparable rift between the two friends.",You can't expose the world's secrets without exposing yourself,4872,Bill Condon
11024,scooby_doo_2_monsters_unleashed_2004,Scooby-Doo 2: Monsters Unleashed,Scooby-Doo 2: Monsters Unleashed,2004-03-24,,181466833.0,22,5.4,500,"When Mystery, Inc. are guests of honor at the grand opening of the Coolsville Museum of Criminology, a masked villain shows up and creates havoc before stealing the costumes of the gang's most notorious villains...Could it be that their nemesis, mad scientist Jonathan Jacobo has returned and is trying to recreate their deadliest foes?",They came. They saw. They ran.,4913,Raja Gosnell
208763,forbidden_kingdom_2014,Forbidden Kingdom,Viy,2014-01-30,26000000.0,,7,4.9,71,"Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains, he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world.",The truth is in you,5548,Oleg Stepchenko
6466,freddy_vs_jason_2003,Freddy vs. Jason,Freddy vs. Jason,2003-08-15,30000000.0,114908830.0,26,5.8,594,"Evil dream-demon Freddy Krueger devises a plan to manipulate the unstoppable Jason Vorhees into hacking up the teenagers of Elm Street in an effort to make people remember the name Freddy Krueger, thus freeing him from limbo.",Evil Will Battle Evil,5409,Ronny Yu
254024,the_face_of_an_angel_2014,The Face of an Angel,The Face of an Angel,2014-09-06,,,7,4.7,64,Both a journalist and a documentary filmmaker chase the story of a murder and its prime suspect.,"Forget the truth, find the story.",5549,Michael Winterbottom
12589,jimmy_neutron_boy_genius_2001,Jimmy Neutron: Boy Genius,Jimmy Neutron: Boy Genius,2001-12-21,25000000.0,80936232.0,12,5.6,231,"Jimmy Neutron is a boy genius and way ahead of his friends, but when it comes to being cool, he's a little behind. All until one day when his parents, and parents all over Earth are kidnapped by aliens, it's up to him to lead all the children of the world to rescue their parents.","He may be small, but he's got a big brain!",5264,John A. Davis
7191,cloverfield_2008,Cloverfield,Cloverfield,2008-01-15,25000000.0,170764026.0,46,6.4,2251,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",Some Thing Has Found Us,4818,Matt Reeves
1497,teenage_mutant_ninja_turtles_ii_the_secret_of_the_ooze_1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991-03-22,25000000.0,78000000.0,15,5.8,286,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.","Cowabunga, it's the new turtle movie.",5550,Michael Pressman
117,the_untouchables_1987,The Untouchables,The Untouchables,1987-06-02,25000000.0,76270454.0,38,7.6,1384,"Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jimmy Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",What are you prepared to do?,4967,Brian De Palma
6977,no_country_for_old_men_2007,No Country for Old Men,No Country for Old Men,2007-11-08,25000000.0,171600000.0,53,7.7,3003,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",There are no clean getaways.,5135,Joel Coen
168530,ride_along_2014,Ride Along,Ride Along,2014-01-07,25000000.0,153997819.0,28,6.1,853,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.",Propose to this cop's sister? Rookie mistake.,4894,Tim Story
634,bridget_joness_diary_2001,Bridget Jones's Diary,Bridget Jones's Diary,2001-04-13,25000000.0,281929795.0,35,6.5,1356,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",Health Warning: Adopting Bridget's lifestyle could seriously damage your health.,5551,Sharon Maguire
392,chocolat_2000,Chocolat,Chocolat,2000-12-14,25000000.0,152500343.0,28,6.8,951,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.",...and the world is still indulging!,5405,Lasse Hallström
10327,legally_blonde_2_red_white_blonde_2003,"Legally Blonde 2: Red, White & Blonde","Legally Blonde 2: Red, White & Blonde",2003-07-02,45000000.0,124914842.0,4,5.1,377,"After Elle Woods, the eternally perky, fashionably adventurous, famously blonde Harvard Law grad gets fired by her law firm because of her opposition to animal testing, she takes her fight to Washington. As an aide for Congresswoman Victoria Rudd, she pushes for a bill to ban testing once and for all, but it's her building's doorman who advises her on how to get her way on the Hill.",Bigger. Bolder. Blonder.,5552,Charles Herman-Wurmfeld
88042,parental_guidance_2012,Parental Guidance,Parental Guidance,2012-12-25,25000000.0,119772232.0,14,5.7,210,Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,Here come the grandparents.  There go the rules.,5203,Andy Fickman
41630,no_strings_attached_2011,No Strings Attached,No Strings Attached,2011-01-21,25000000.0,147780440.0,38,6.1,1331,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",Friendship has its benefits.,5005,Ivan Reitman
11969,tombstone_1993,Tombstone,Tombstone,1993-12-25,25000000.0,56505065.0,30,7.4,626,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",Justice is coming.,5275,George P. Cosmatos
2085,romeo_must_die_2000,Romeo Must Die,Romeo Must Die,2000-03-20,25000000.0,91036760.0,19,6.0,330,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang SIng and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!","In the city ruled by criminals, two families have forgotten their fear. He will make them remember.",5061,Andrzej Bartkowiak
794,the_omen_1976,The Omen,The Omen,1976-06-06,2800000.0,60922980.0,25,7.2,476,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil. A classic horror film with Gregory Peck from 1976.",It is the greatest mystery of all because no human being will ever solve it.,4866,Richard Donner
9286,final_destination_3_2006,Final Destination 3,Final Destination 3,2006-02-10,25000000.0,117719158.0,31,5.8,974,"A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate.",This Ride Will Be The Death Of You.,5239,James Wong
77877,the_lucky_one_2012,The Lucky One,The Lucky One,2012-04-19,25000000.0,99357138.0,26,6.8,946,"U.S. Marine Sergeant Logan Thibault returns from his third tour of duty in Iraq, with the one thing he credits with keeping him alive-a photograph he found of a woman he doesn't even know. Learning her name is Beth and where she lives, he shows up at her door, and ends up taking a job at her family-run local kennel. Despite her initial mistrust and the complications in her life, a romance develops between them, giving Logan hope that Beth could be much more than his good luck charm.",,5375,Scott Hicks
1265,bridge_to_terabithia_2007,Bridge to Terabithia,Bridge to Terabithia,2007-02-16,60000000.0,137587063.0,40,7.0,1113,"Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.","Close your eyes, but keep your mind wide open.",5553,Gábor Csupó
866,finding_neverland_2004,Finding Neverland,Finding Neverland,2004-10-17,25000000.0,116766556.0,34,7.2,1223,Finding Neverland is an amusing drama about how the story of Peter Pan and Neverland came to be. During a writing slump play writer J.M. Barrie meets the widowed Sylvia and her three children who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece “Peter Pan.”,Where will your imagination take you?,4773,Marc Forster
175555,a_madea_christmas_2013,A Madea Christmas,A Madea Christmas,2013-12-13,,,5,7.0,35,Madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas.,This Little Fool Thinks She's Getting A Damn Pony,5554,Tyler Perry
75174,the_grey_2012,The Grey,The Grey,2012-01-26,25000000.0,77278331.0,48,6.4,1451,An oil drilling team struggles to survive after a plane crash strands them in the wilds of Alaska. Hunting them is a pack of wolves that sees them as intruders.,Live or Die on This Day,5555,Joe Carnahan
11096,hide_and_seek_2005,Hide and Seek,Hide and Seek,2005-01-27,25000000.0,122644820.0,18,6.1,440,"David Callaway tries to piece together his life in the wake of his wife's suicide and has been left to raise his nine-year-old daughter, Emily on his own. David is at first amused to discover that Emily has created an imaginary friend named 'Charlie', but it isn't long before 'Charlie' develops a sinister and violent side, and as David struggles with his daughter's growing emotional problems, he comes to the frightening realisation that 'Charlie' isn't just a figment of Emily's imagination.","Come out, come out, whatever you are.",5556,John Polson
8699,anchorman_the_legend_of_ron_burgundy_2004,Anchorman: The Legend of Ron Burgundy,Anchorman: The Legend of Ron Burgundy,2004-07-09,26000000.0,90574188.0,29,6.7,1493,"It's the 1970s, and San Diego super-sexist anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",They bring you the news so you don't have to get it yourself.,4925,Adam McKay
769,goodfellas_1990,GoodFellas,GoodFellas,1990-09-12,25000000.0,46836394.0,63,8.2,3128,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",Three Decades of Life in the Mafia.,4809,Martin Scorsese
10923,agent_cody_banks_2003,Agent Cody Banks,Agent Cody Banks,2003-03-14,28000000.0,58795814.0,11,5.0,284,"Recruited by the U.S. government to be a special agent, nerdy teenager Cody Banks must get closer to cute classmate Natalie in order to learn about an evil plan hatched by her father. But despite the agent persona, Cody struggles with teen angst.",Save the world. Get the girl. Pass math.,5143,Harald Zwart
11283,nanny_mcphee_2005,Nanny McPhee,Nanny McPhee,2005-10-21,25000000.0,122489822.0,24,6.4,711,"Widower Cedric Brown (Colin Firth) hires Nanny McPhee (Emma Thompson) to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon (Thomas Sangster) and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch (Angela Lansbury), threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.",You'll Learn To Love Her. Warts And All.,5367,Kirk Jones
111,scarface_1983,Scarface,Scarface,1983-12-08,25000000.0,65884703.0,70,8.0,2948,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",The world is yours...,4967,Brian De Palma
11676,nothing_to_lose_1997,Nothing to Lose,Nothing to Lose,1997-07-18,25000000.0,,8,6.3,174,"Advertising executive Nick Beame learns that his wife is sleeping with his employer. In a state of despair, he encounters a bumbling thief whose attempted carjacking goes awry when Nick takes him on an involuntary joyride. Soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. But it turns out that some other criminals in the area don't appreciate the competition.","When the odds are against you, sometimes the only bet is yourself.",5190,Steve Oedekerk
746,the_last_emperor_1987,The Last Emperor,The Last Emperor,1987-10-21,23000000.0,43984230.0,21,7.4,355,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.","He was the Lord of Ten Thousand Years, the absolute monarch of China. He was born to rule a world of ancient tradition. Nothing prepared him for our world of change.",5557,Bernardo Bertolucci
77866,contraband_2012,Contraband,Contraband,2012-01-12,25000000.0,63100000.0,31,6.1,770,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago – smuggling – to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.",What would you hide to protect your family?,5098,Baltasar Kormákur
9416,money_talks_1997,Money Talks,Money Talks,1997-08-22,,,7,5.9,87,"Money Talks is a 1997 American comedy film directed by Brett Ratner. Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",This ain't no buddy movie.,4786,Brett Ratner
7345,there_will_be_blood_2007,There Will Be Blood,There Will Be Blood,2007-12-28,25000000.0,77208711.0,37,7.9,1537,"When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.",There Will Be Greed. There Will Be Vengeance.,5363,Paul Thomas Anderson
14317,the_wild_thornberrys_movie_2002,The Wild Thornberrys Movie,The Wild Thornberrys Movie,2002-12-20,35000000.0,,5,5.8,44,"Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....",You don't need extraordinary powers to do extraordinary things.,5558,Cathy Malkasian
20694,rugrats_go_wild_2003,Rugrats Go Wild,Rugrats Go Wild,2003-06-13,,,8,5.6,61,"Rugrats Go Wild is a 2003 crossover animated film, with two animated Nickelodeon television series Rugrats and The Wild Thornberrys.The film was produced by Klasky Csupo and released in theaters on June 13, 2003 by Paramount Pictures and Nickelodeon Movies. It also makes this the Rugrats series finale, after the show ceased production. As there are currently no further Rugrats movies in production, Rugrats Go Wild stands as the final Rugrats film. It is the only Nickelodeon film to be a crossover. Although it is a crossover film, it is primarily a Rugrats movie as the main plot focuses on the those characters.The Rugrats family vacation takes an exotic detour when their boat capsizes and they become shipwrecked on a deserted tropical island. With the jungle as their new backyard, the babies reace wildly from one dangerous adventure to the next…soon to discover that someone else is on the island. It's The Wild Thornberrys...on an island adventure of their own!",The Family Vacation Goes Overboard,5517,Norton Virgien
12277,undercover_brother_2002,Undercover Brother,Undercover Brother,2002-05-31,25000000.0,41604473.0,6,5.5,112,"An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate.",He's All Action,5338,Malcolm D. Lee
9779,the_sisterhood_of_the_traveling_pants_2005,The Sisterhood of the Traveling Pants,The Sisterhood of the Traveling Pants,2005-06-01,25000000.0,39053061.0,17,6.3,386,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.",Laugh. Cry. Share the pants.,5306,Ken Kwapis
2140,kiss_of_the_dragon_2001,Kiss of the Dragon,Kiss of the Dragon,2001-07-06,25000000.0,64437847.0,16,6.4,298,"Liu Jian, an elite Chinese police officer, comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder, he must go into hiding and find new allies.",Kiss Fear Goodbye,5559,Chris Nahon
12620,the_house_bunny_2008,The House Bunny,The House Bunny,2008-08-22,25000000.0,70442940.0,25,5.6,529,"Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.","For the girls of ZETA house college life was no party, until Shelley showed up.",5560,Fred Wolf
